,elements,temp,conv,comp,filename,flow,support,bet,pressure,selectivity,title
5,,773.15,19.7,{'H2O': '25.0'},Hydrogen production from bioethanol reforming in supercritical water ,3.2|mL/min,,,25|MPa,18.6|CO,Hydrogen production from bioethanol reforming in supercritical water 
6,,773.15,19.7,{'H2O': '25.0'},Hydrogen production from bioethanol reforming in supercritical water ,3.2|mL/min,,,25|MPa,10.6|CO2,Hydrogen production from bioethanol reforming in supercritical water 
7,,773.15,19.7,{'H2O': '25.0'},Hydrogen production from bioethanol reforming in supercritical water ,3.2|mL/min,,,25|MPa,15.9|CH4,Hydrogen production from bioethanol reforming in supercritical water 
8,,773.15,19.7,{'H2O': '25.0'},Hydrogen production from bioethanol reforming in supercritical water ,3.2|mL/min,,,25|MPa,15.1|CH3CHO,Hydrogen production from bioethanol reforming in supercritical water 
9,,773.15,19.7,{'H2O': '25.0'},Hydrogen production from bioethanol reforming in supercritical water ,3.2|mL/min,,,25|MPa,0.57|CO2/CO,Hydrogen production from bioethanol reforming in supercritical water 
10,,873.15,99.0,{'H2O': '25.0'},Hydrogen production from bioethanol reforming in supercritical water ,3.2|mL/min,,,,,Hydrogen production from bioethanol reforming in supercritical water 
11,,873.15,99.6,{'H2O': '25.0'},Hydrogen production from bioethanol reforming in supercritical water ,3.2|mL/min,,,,,Hydrogen production from bioethanol reforming in supercritical water 
12,,823.15,46.3,{'H2O': '25.0'},Hydrogen production from bioethanol reforming in supercritical water ,3.2|mL/min,,,25|MPa,,Hydrogen production from bioethanol reforming in supercritical water 
13,,823.15,46.3,{'H2O': '25.0'},Hydrogen production from bioethanol reforming in supercritical water ,3.2|mL/min,,,25|MPa,0.09|CO,Hydrogen production from bioethanol reforming in supercritical water 
14,,823.15,46.3,{'H2O': '25.0'},Hydrogen production from bioethanol reforming in supercritical water ,3.2|mL/min,,,25|MPa,0.05|CO2,Hydrogen production from bioethanol reforming in supercritical water 
15,,823.15,46.3,{'H2O': '25.0'},Hydrogen production from bioethanol reforming in supercritical water ,3.2|mL/min,,,25|MPa,0.09|CH4,Hydrogen production from bioethanol reforming in supercritical water 
16,,823.15,46.3,{'H2O': '25.0'},Hydrogen production from bioethanol reforming in supercritical water ,3.2|mL/min,,,25|MPa,0.04|CH3CHO,Hydrogen production from bioethanol reforming in supercritical water 
17,,823.15,46.3,{'H2O': '25.0'},Hydrogen production from bioethanol reforming in supercritical water ,3.2|mL/min,,,25|MPa,20.5|CO,Hydrogen production from bioethanol reforming in supercritical water 
18,,823.15,46.3,{'H2O': '25.0'},Hydrogen production from bioethanol reforming in supercritical water ,3.2|mL/min,,,25|MPa,11.4|CO2,Hydrogen production from bioethanol reforming in supercritical water 
19,,823.15,46.3,{'H2O': '25.0'},Hydrogen production from bioethanol reforming in supercritical water ,3.2|mL/min,,,25|MPa,19.4|CH4,Hydrogen production from bioethanol reforming in supercritical water 
20,,823.15,46.3,{'H2O': '25.0'},Hydrogen production from bioethanol reforming in supercritical water ,3.2|mL/min,,,25|MPa,5.14|CH3CHO,Hydrogen production from bioethanol reforming in supercritical water 
21,,823.15,46.3,{'H2O': '25.0'},Hydrogen production from bioethanol reforming in supercritical water ,3.2|mL/min,,,25|MPa,0.56|CO2/CO,Hydrogen production from bioethanol reforming in supercritical water 
22,,873.15,64.8,{'H2O': '25.0'},Hydrogen production from bioethanol reforming in supercritical water ,3.2|mL/min,,,25|MPa,,Hydrogen production from bioethanol reforming in supercritical water 
23,,873.15,64.8,{'H2O': '25.0'},Hydrogen production from bioethanol reforming in supercritical water ,3.2|mL/min,,,25|MPa,0.13|CO,Hydrogen production from bioethanol reforming in supercritical water 
24,,873.15,64.8,{'H2O': '25.0'},Hydrogen production from bioethanol reforming in supercritical water ,3.2|mL/min,,,25|MPa,0.05|CO2,Hydrogen production from bioethanol reforming in supercritical water 
25,,873.15,64.8,{'H2O': '25.0'},Hydrogen production from bioethanol reforming in supercritical water ,3.2|mL/min,,,25|MPa,0.10|CH4,Hydrogen production from bioethanol reforming in supercritical water 
26,,873.15,64.8,{'H2O': '25.0'},Hydrogen production from bioethanol reforming in supercritical water ,3.2|mL/min,,,25|MPa,0.01|CH3CHO,Hydrogen production from bioethanol reforming in supercritical water 
27,,873.15,64.8,{'H2O': '25.0'},Hydrogen production from bioethanol reforming in supercritical water ,3.2|mL/min,,,25|MPa,23.2|CO,Hydrogen production from bioethanol reforming in supercritical water 
28,,873.15,64.8,{'H2O': '25.0'},Hydrogen production from bioethanol reforming in supercritical water ,3.2|mL/min,,,25|MPa,8.9|CO2,Hydrogen production from bioethanol reforming in supercritical water 
29,,873.15,64.8,{'H2O': '25.0'},Hydrogen production from bioethanol reforming in supercritical water ,3.2|mL/min,,,25|MPa,16.9|CH4,Hydrogen production from bioethanol reforming in supercritical water 
30,,873.15,64.8,{'H2O': '25.0'},Hydrogen production from bioethanol reforming in supercritical water ,3.2|mL/min,,,25|MPa,1.2|CH3CHO,Hydrogen production from bioethanol reforming in supercritical water 
31,,873.15,64.8,{'H2O': '25.0'},Hydrogen production from bioethanol reforming in supercritical water ,3.2|mL/min,,,25|MPa,0.38|CO2/CO,Hydrogen production from bioethanol reforming in supercritical water 
32,,773.15,23.7,{'H2O': '25.0'},Hydrogen production from bioethanol reforming in supercritical water ,3.2|mL/min,,,25|MPa,,Hydrogen production from bioethanol reforming in supercritical water 
33,,773.15,23.7,{'H2O': '25.0'},Hydrogen production from bioethanol reforming in supercritical water ,3.2|mL/min,,,25|MPa,0.05|CO,Hydrogen production from bioethanol reforming in supercritical water 
34,,773.15,23.7,{'H2O': '25.0'},Hydrogen production from bioethanol reforming in supercritical water ,3.2|mL/min,,,25|MPa,0.05|CO2,Hydrogen production from bioethanol reforming in supercritical water 
35,,773.15,23.7,{'H2O': '25.0'},Hydrogen production from bioethanol reforming in supercritical water ,3.2|mL/min,,,25|MPa,0.05|CH4,Hydrogen production from bioethanol reforming in supercritical water 
36,,773.15,23.7,{'H2O': '25.0'},Hydrogen production from bioethanol reforming in supercritical water ,3.2|mL/min,,,25|MPa,0.09|CH3CHO,Hydrogen production from bioethanol reforming in supercritical water 
37,,773.15,23.7,{'H2O': '25.0'},Hydrogen production from bioethanol reforming in supercritical water ,3.2|mL/min,,,25|MPa,13.1|CO,Hydrogen production from bioethanol reforming in supercritical water 
38,,773.15,23.7,{'H2O': '25.0'},Hydrogen production from bioethanol reforming in supercritical water ,3.2|mL/min,,,25|MPa,13.1|CO2,Hydrogen production from bioethanol reforming in supercritical water 
39,,773.15,23.7,{'H2O': '25.0'},Hydrogen production from bioethanol reforming in supercritical water ,3.2|mL/min,,,25|MPa,13.0|CH4,Hydrogen production from bioethanol reforming in supercritical water 
40,,773.15,23.7,{'H2O': '25.0'},Hydrogen production from bioethanol reforming in supercritical water ,3.2|mL/min,,,25|MPa,11.6|CH3CHO,Hydrogen production from bioethanol reforming in supercritical water 
41,,773.15,23.7,{'H2O': '25.0'},Hydrogen production from bioethanol reforming in supercritical water ,3.2|mL/min,,,25|MPa,1.0|CO2/CO,Hydrogen production from bioethanol reforming in supercritical water 
42,,823.15,76.3,{'H2O': '25.0'},Hydrogen production from bioethanol reforming in supercritical water ,3.2|mL/min,,,25|MPa,,Hydrogen production from bioethanol reforming in supercritical water 
43,,823.15,76.3,{'H2O': '25.0'},Hydrogen production from bioethanol reforming in supercritical water ,3.2|mL/min,,,25|MPa,0.23|CO,Hydrogen production from bioethanol reforming in supercritical water 
44,,823.15,76.3,{'H2O': '25.0'},Hydrogen production from bioethanol reforming in supercritical water ,3.2|mL/min,,,25|MPa,0.19|CO2,Hydrogen production from bioethanol reforming in supercritical water 
45,,823.15,76.3,{'H2O': '25.0'},Hydrogen production from bioethanol reforming in supercritical water ,3.2|mL/min,,,25|MPa,0.23|CH4,Hydrogen production from bioethanol reforming in supercritical water 
46,,823.15,76.3,{'H2O': '25.0'},Hydrogen production from bioethanol reforming in supercritical water ,3.2|mL/min,,,25|MPa,0.08|CH3CHO,Hydrogen production from bioethanol reforming in supercritical water 
47,,823.15,76.3,{'H2O': '25.0'},Hydrogen production from bioethanol reforming in supercritical water ,3.2|mL/min,,,25|MPa,16.9|CO,Hydrogen production from bioethanol reforming in supercritical water 
48,,823.15,76.3,{'H2O': '25.0'},Hydrogen production from bioethanol reforming in supercritical water ,3.2|mL/min,,,25|MPa,14.0|CO2,Hydrogen production from bioethanol reforming in supercritical water 
49,,823.15,76.3,{'H2O': '25.0'},Hydrogen production from bioethanol reforming in supercritical water ,3.2|mL/min,,,25|MPa,16.6|CH4,Hydrogen production from bioethanol reforming in supercritical water 
50,,823.15,76.3,{'H2O': '25.0'},Hydrogen production from bioethanol reforming in supercritical water ,3.2|mL/min,,,25|MPa,2.9|CH3CHO,Hydrogen production from bioethanol reforming in supercritical water 
51,,823.15,76.3,{'H2O': '25.0'},Hydrogen production from bioethanol reforming in supercritical water ,3.2|mL/min,,,25|MPa,0.83|CO2/CO,Hydrogen production from bioethanol reforming in supercritical water 
52,,873.15,97.1,{'H2O': '25.0'},Hydrogen production from bioethanol reforming in supercritical water ,3.2|mL/min,,,25|MPa,,Hydrogen production from bioethanol reforming in supercritical water 
53,,873.15,97.1,{'H2O': '25.0'},Hydrogen production from bioethanol reforming in supercritical water ,3.2|mL/min,,,25|MPa,0.33|CO,Hydrogen production from bioethanol reforming in supercritical water 
54,,873.15,97.1,{'H2O': '25.0'},Hydrogen production from bioethanol reforming in supercritical water ,3.2|mL/min,,,25|MPa,0.29|CO2,Hydrogen production from bioethanol reforming in supercritical water 
55,,873.15,97.1,{'H2O': '25.0'},Hydrogen production from bioethanol reforming in supercritical water ,3.2|mL/min,,,25|MPa,0.27|CH4,Hydrogen production from bioethanol reforming in supercritical water 
56,,873.15,97.1,{'H2O': '25.0'},Hydrogen production from bioethanol reforming in supercritical water ,3.2|mL/min,,,25|MPa,18.0|CO,Hydrogen production from bioethanol reforming in supercritical water 
57,,873.15,97.1,{'H2O': '25.0'},Hydrogen production from bioethanol reforming in supercritical water ,3.2|mL/min,,,25|MPa,16.0|CO2,Hydrogen production from bioethanol reforming in supercritical water 
58,,873.15,97.1,{'H2O': '25.0'},Hydrogen production from bioethanol reforming in supercritical water ,3.2|mL/min,,,25|MPa,14.6|CH4,Hydrogen production from bioethanol reforming in supercritical water 
59,,873.15,97.1,{'H2O': '25.0'},Hydrogen production from bioethanol reforming in supercritical water ,3.2|mL/min,,,25|MPa,0.89|CO2/CO,Hydrogen production from bioethanol reforming in supercritical water 
60,,773.15,36.6,{'H2O': '25.0'},Hydrogen production from bioethanol reforming in supercritical water ,3.2|mL/min,,,25|MPa,,Hydrogen production from bioethanol reforming in supercritical water 
61,,773.15,36.6,{'H2O': '25.0'},Hydrogen production from bioethanol reforming in supercritical water ,3.2|mL/min,,,25|MPa,0.09|CO,Hydrogen production from bioethanol reforming in supercritical water 
62,,773.15,36.6,{'H2O': '25.0'},Hydrogen production from bioethanol reforming in supercritical water ,3.2|mL/min,,,25|MPa,0.10|CO2,Hydrogen production from bioethanol reforming in supercritical water 
63,,773.15,36.6,{'H2O': '25.0'},Hydrogen production from bioethanol reforming in supercritical water ,3.2|mL/min,,,25|MPa,0.06|CH4,Hydrogen production from bioethanol reforming in supercritical water 
64,,773.15,36.6,{'H2O': '25.0'},Hydrogen production from bioethanol reforming in supercritical water ,3.2|mL/min,,,25|MPa,0.10|CH3CHO,Hydrogen production from bioethanol reforming in supercritical water 
65,,773.15,36.6,{'H2O': '25.0'},Hydrogen production from bioethanol reforming in supercritical water ,3.2|mL/min,,,25|MPa,12.6|CO,Hydrogen production from bioethanol reforming in supercritical water 
66,,773.15,36.6,{'H2O': '25.0'},Hydrogen production from bioethanol reforming in supercritical water ,3.2|mL/min,,,25|MPa,14.1|CO2,Hydrogen production from bioethanol reforming in supercritical water 
67,,773.15,36.6,{'H2O': '25.0'},Hydrogen production from bioethanol reforming in supercritical water ,3.2|mL/min,,,25|MPa,8.2|CH4,Hydrogen production from bioethanol reforming in supercritical water 
68,,773.15,36.6,{'H2O': '25.0'},Hydrogen production from bioethanol reforming in supercritical water ,3.2|mL/min,,,25|MPa,7.5|CH3CHO,Hydrogen production from bioethanol reforming in supercritical water 
69,,773.15,36.6,{'H2O': '25.0'},Hydrogen production from bioethanol reforming in supercritical water ,3.2|mL/min,,,25|MPa,1.12|CO2/CO,Hydrogen production from bioethanol reforming in supercritical water 
70,,823.15,97.3,{'H2O': '25.0'},Hydrogen production from bioethanol reforming in supercritical water ,3.2|mL/min,,,25|MPa,,Hydrogen production from bioethanol reforming in supercritical water 
71,,823.15,97.3,{'H2O': '25.0'},Hydrogen production from bioethanol reforming in supercritical water ,3.2|mL/min,,,25|MPa,0.31|CO,Hydrogen production from bioethanol reforming in supercritical water 
72,,823.15,97.3,{'H2O': '25.0'},Hydrogen production from bioethanol reforming in supercritical water ,3.2|mL/min,,,25|MPa,0.29|CO2,Hydrogen production from bioethanol reforming in supercritical water 
73,,823.15,97.3,{'H2O': '25.0'},Hydrogen production from bioethanol reforming in supercritical water ,3.2|mL/min,,,25|MPa,0.27|CH4,Hydrogen production from bioethanol reforming in supercritical water 
74,,823.15,97.3,{'H2O': '25.0'},Hydrogen production from bioethanol reforming in supercritical water ,3.2|mL/min,,,25|MPa,0.01|CH3CHO,Hydrogen production from bioethanol reforming in supercritical water 
75,,823.15,97.3,{'H2O': '25.0'},Hydrogen production from bioethanol reforming in supercritical water ,3.2|mL/min,,,25|MPa,14.5|CO,Hydrogen production from bioethanol reforming in supercritical water 
76,,823.15,97.3,{'H2O': '25.0'},Hydrogen production from bioethanol reforming in supercritical water ,3.2|mL/min,,,25|MPa,13.5|CO2,Hydrogen production from bioethanol reforming in supercritical water 
77,,823.15,97.3,{'H2O': '25.0'},Hydrogen production from bioethanol reforming in supercritical water ,3.2|mL/min,,,25|MPa,12.4|CH4,Hydrogen production from bioethanol reforming in supercritical water 
78,,823.15,97.3,{'H2O': '25.0'},Hydrogen production from bioethanol reforming in supercritical water ,3.2|mL/min,,,25|MPa,0.2|CH3CHO,Hydrogen production from bioethanol reforming in supercritical water 
79,,823.15,97.3,{'H2O': '25.0'},Hydrogen production from bioethanol reforming in supercritical water ,3.2|mL/min,,,25|MPa,0.93|CO2/CO,Hydrogen production from bioethanol reforming in supercritical water 
80,,873.15,99.6,{'H2O': '25.0'},Hydrogen production from bioethanol reforming in supercritical water ,3.2|mL/min,,,25|MPa,,Hydrogen production from bioethanol reforming in supercritical water 
81,,873.15,99.6,{'H2O': '25.0'},Hydrogen production from bioethanol reforming in supercritical water ,3.2|mL/min,,,25|MPa,0.38|CO,Hydrogen production from bioethanol reforming in supercritical water 
82,,873.15,99.6,{'H2O': '25.0'},Hydrogen production from bioethanol reforming in supercritical water ,3.2|mL/min,,,25|MPa,0.27|CO2,Hydrogen production from bioethanol reforming in supercritical water 
83,,873.15,99.6,{'H2O': '25.0'},Hydrogen production from bioethanol reforming in supercritical water ,3.2|mL/min,,,25|MPa,0.27|CH4,Hydrogen production from bioethanol reforming in supercritical water 
84,,873.15,99.6,{'H2O': '25.0'},Hydrogen production from bioethanol reforming in supercritical water ,3.2|mL/min,,,25|MPa,16.3|CO,Hydrogen production from bioethanol reforming in supercritical water 
85,,873.15,99.6,{'H2O': '25.0'},Hydrogen production from bioethanol reforming in supercritical water ,3.2|mL/min,,,25|MPa,11.5|CO2,Hydrogen production from bioethanol reforming in supercritical water 
86,,873.15,99.6,{'H2O': '25.0'},Hydrogen production from bioethanol reforming in supercritical water ,3.2|mL/min,,,25|MPa,11.8|CH4,Hydrogen production from bioethanol reforming in supercritical water 
87,,873.15,99.6,{'H2O': '25.0'},Hydrogen production from bioethanol reforming in supercritical water ,3.2|mL/min,,,25|MPa,0.71|CO2/CO,Hydrogen production from bioethanol reforming in supercritical water 
